,value,group
251,0.90234375,"MLP
Teste"
252,0.9140625,"MLP
Teste"
253,0.9140625,"MLP
Teste"
254,0.890625,"MLP
Teste"
255,0.890625,"MLP
Teste"
256,0.88671875,"MLP
Teste"
257,0.82421875,"MLP
Teste"
258,0.90625,"MLP
Teste"
259,0.8828125,"MLP
Teste"
260,0.9375,"MLP
Teste"
261,0.421875,"MLP
Teste"
262,0.80859375,"MLP
Teste"
263,0.8984375,"MLP
Teste"
264,0.90625,"MLP
Teste"
265,0.8671875,"MLP
Teste"
266,0.90234375,"MLP
Teste"
267,0.796875,"MLP
Teste"
268,0.796875,"MLP
Teste"
269,0.421875,"MLP
Teste"
270,0.90234375,"MLP
Teste"
271,0.88671875,"MLP
Teste"
272,0.88671875,"MLP
Teste"
273,0.85546875,"MLP
Teste"
274,0.58203125,"MLP
Teste"
275,0.89453125,"MLP
Teste"
276,0.578125,"MLP
Teste"
277,0.91015625,"MLP
Teste"
278,0.8984375,"MLP
Teste"
279,0.890625,"MLP
Teste"
280,0.890625,"MLP
Teste"
281,0.91015625,"MLP
Teste"
282,0.8828125,"MLP
Teste"
283,0.921875,"MLP
Teste"
284,0.87109375,"MLP
Teste"
285,0.890625,"MLP
Teste"
286,0.86328125,"MLP
Teste"
287,0.88671875,"MLP
Teste"
288,0.92578125,"MLP
Teste"
289,0.8359375,"MLP
Teste"
290,0.8984375,"MLP
Teste"
291,0.890625,"MLP
Teste"
292,0.421875,"MLP
Teste"
293,0.90625,"MLP
Teste"
294,0.8671875,"MLP
Teste"
295,0.90234375,"MLP
Teste"
296,0.859375,"MLP
Teste"
297,0.91015625,"MLP
Teste"
298,0.9140625,"MLP
Teste"
299,0.92578125,"MLP
Teste"
300,0.90234375,"MLP
Teste"
301,0.90625,"MLP
Teste"
302,0.578125,"MLP
Teste"
303,0.8515625,"MLP
Teste"
304,0.421875,"MLP
Teste"
305,0.859375,"MLP
Teste"
306,0.8828125,"MLP
Teste"
307,0.875,"MLP
Teste"
308,0.76953125,"MLP
Teste"
309,0.875,"MLP
Teste"
310,0.89453125,"MLP
Teste"
311,0.89453125,"MLP
Teste"
312,0.8828125,"MLP
Teste"
313,0.8515625,"MLP
Teste"
314,0.859375,"MLP
Teste"
315,0.875,"MLP
Teste"
316,0.859375,"MLP
Teste"
317,0.89453125,"MLP
Teste"
318,0.89453125,"MLP
Teste"
319,0.90625,"MLP
Teste"
320,0.88671875,"MLP
Teste"
321,0.890625,"MLP
Teste"
322,0.890625,"MLP
Teste"
323,0.90234375,"MLP
Teste"
324,0.87890625,"MLP
Teste"
325,0.578125,"MLP
Teste"
326,0.9140625,"MLP
Teste"
327,0.8828125,"MLP
Teste"
328,0.89453125,"MLP
Teste"
329,0.875,"MLP
Teste"
330,0.8828125,"MLP
Teste"
331,0.87890625,"MLP
Teste"
332,0.91015625,"MLP
Teste"
333,0.80859375,"MLP
Teste"
334,0.87109375,"MLP
Teste"
335,0.87890625,"MLP
Teste"
336,0.88671875,"MLP
Teste"
337,0.88671875,"MLP
Teste"
338,0.859375,"MLP
Teste"
339,0.85546875,"MLP
Teste"
340,0.828125,"MLP
Teste"
341,0.9140625,"MLP
Teste"
342,0.91796875,"MLP
Teste"
343,0.921875,"MLP
Teste"
344,0.87890625,"MLP
Teste"
345,0.8515625,"MLP
Teste"
346,0.8984375,"MLP
Teste"
347,0.89453125,"MLP
Teste"
348,0.578125,"MLP
Teste"
349,0.9140625,"MLP
Teste"
350,0.85546875,"MLP
Teste"
351,0.875,"MLP
Teste"
352,0.8359375,"MLP
Teste"
353,0.8828125,"MLP
Teste"
354,0.87109375,"MLP
Teste"
355,0.421875,"MLP
Teste"
356,0.90625,"MLP
Teste"
357,0.8828125,"MLP
Teste"
358,0.890625,"MLP
Teste"
359,0.88671875,"MLP
Teste"
360,0.421875,"MLP
Teste"
361,0.87109375,"MLP
Teste"
362,0.875,"MLP
Teste"
363,0.5625,"MLP
Teste"
364,0.859375,"MLP
Teste"
365,0.8828125,"MLP
Teste"
366,0.87890625,"MLP
Teste"
367,0.90625,"MLP
Teste"
368,0.8828125,"MLP
Teste"
369,0.88671875,"MLP
Teste"
370,0.859375,"MLP
Teste"
371,0.90625,"MLP
Teste"
372,0.578125,"MLP
Teste"
373,0.796875,"MLP
Teste"
374,0.87890625,"MLP
Teste"
375,0.88671875,"MLP
Teste"
376,0.91796875,"MLP
Teste"
377,0.9140625,"MLP
Teste"
378,0.87890625,"MLP
Teste"
379,0.578125,"MLP
Teste"
380,0.578125,"MLP
Teste"
381,0.875,"MLP
Teste"
382,0.86328125,"MLP
Teste"
383,0.578125,"MLP
Teste"
384,0.92578125,"MLP
Teste"
385,0.59375,"MLP
Teste"
386,0.87109375,"MLP
Teste"
387,0.89453125,"MLP
Teste"
388,0.88671875,"MLP
Teste"
389,0.85546875,"MLP
Teste"
390,0.890625,"MLP
Teste"
391,0.87109375,"MLP
Teste"
392,0.91015625,"MLP
Teste"
393,0.81640625,"MLP
Teste"
394,0.859375,"MLP
Teste"
395,0.890625,"MLP
Teste"
396,0.71484375,"MLP
Teste"
397,0.8984375,"MLP
Teste"
398,0.78125,"MLP
Teste"
399,0.83984375,"MLP
Teste"
